class,text
neg,"Fortune is the kind of record that will please Brown's many deluded female fans, but we cannot with good conscience give it a single star."
neg,"I don't think this is the best album for Chris Brown. Last year, he was amazing on his F.A.M.E. album with my favorite jams ""Look At Me Now"" and ""Deuces."" But this year, Fortune is one of his biggest downfalls. It's just as disappointing since 2009 when Brown's album ""Graffiti"" wasn't ready for a comeback since he eventually beat up Rihanna and sentenced to a community service where his career was almost in jeopardy. Some of the new material on Fortune just wasn't in the picture. Although I like ""Turn Up the Music"" which he performed at the Grammys last February, but I kinda got a little over on the dance scene. I hope Fortune should be #1, but I gotta believe Bieber, Adele, or Flo Rida could be racing to the top."
neg,This album is so Chris Brown. Extremely boring and generic. There are only 3 good tracks! His previous album seems really good compared to this uninspired album which can be easily called - TRASH!
neg,"Fortune tries to go back to the future for no reason. It tries to be like those 90s album that strive to have a 21st century sound. It pretty much tries too hard, but at the same time keeps what R&B artists try to get away from. (Making the same song on every album.) This album wasn't from the heart, but from the radio."
neg,I really agree with the critics on this album. The singles are good but the majority of the rest of the songs are just slow songs that are too simple for such a famous artist like Chris Brown. A lot of room for improvement. For me this album gets a C-.
pos,"Magical Mystery Tour is a little more scattered and less lively than Sgt. Pepper, but as a progressive and experimental foray, it's one of The Beatles' best, with great classics like ""I am the Walrus"" and ""Hello Goodbye."""
pos,"This is easily my favourite Beatles album, their only album I want to listen to all the way through. Side-A is the sound track to the film, it flows really well and Side-B is that year's singles, that also fit together really well. The result is an album that was very Mode de Jour but that has also stood the test of time."
pos,"Magical Mystery Tour existed mainly as a 6-track, 2-disc EP in the UK, while the US market gathered singles released throughout 1967 to make a full 11-track album. Given the origins of the material here, and the over-the-top production values of the songs, it's a surprisingly consistent album statement, even if it's not quite as brilliant as Revolver or Sgt. Pepper.

The six songs that make up the British EP, and the first side of the American vinyl, are the soundtrack to a UK TV movie that aired on Boxing Day 1967, then again in color about a month later. The movie was the first project after Brian Epstein's death, and also their first critical failure. However, one still views the Beatles for their tunes, not their acting chops, and this album still doesn't disappoint. One of Paul McCartney's best ballads ""The Fool On the Hill"" is here, and the singles side yields ""Hello Goodbye"" and the great ""Penny Lane"". John Lennon's best psychedelic-era tracks are here, with ""All You Need is Love"" and ""Strawberry Fields Forever"", with the enigmatic ""I Am the Walrus"" written deliberately to screw with those attempting to analyze his lyrics.

The Beatles had taken studio experimentation as far as it would go over the last two years. But nobody could produce a catchy experimental piece like the Beatles could, and this album stands as a good example of that as any."
pos,"A gleefully off-the-wall album - even if it isn?t one of the their more important albums, it is certainly one of their most enjoyable and inventive. Nothing really captures the Beatles? psychedelic phase as perfectly as this. And I would struggle to find a sequence of Beatles songs as good as ?I Am the Walrus,? ?Hello Goodbye,? ?Strawberry Fields Forever,? ?Penny Lane,? ?Baby You?re A Rich Man? and ?All You Need Is Love?! Ridiculous!

On a tangential note, this album seems to have been a significant influence on the work of Boards of Canada (though seldom identified as psychedelia, their work in undoubtedly some of the best of the 90s)."
pos,"By virtue of its creation as a sort-of compilation of recent singles and EP's, Magical Mystery Tour does not have the cohesiveness of the Beatles other mid-to-late 1960s records. However, the songs included can hold their own, track-for-track with any other rock record in existence. It is really just one classic followed immediately another, thus it is hard to imagine anyone not thoroughly enjoying repeated listens. Perhaps the most underrated Beatles release, if there is such a thing."
pos,"Actually, not worse than the previous one. But not different - and that's why some get tired.

Best song: I AM THE WALRUS

The LP Magical Mystery Tour is actually an afterthought, consisting of an older EP of the same name containing the soundtrack to the film plus (on Side B) some single A- and B-sides all dating to 1967. Still, none of the songs were previously released on a master disc, so, strictly speaking, this is no compilation.

It was still 1967, and they seemed to still be going psychedelic. People don't revere this album as much as Sergeant, for reasons unknown to me. Maybe they think that first is always best. But they're wrong - this album is just as strong as the previous one, and sometimes even stronger. Actually, one might argue that it's even more spaced out than its predecessor - after all, it was based on the film which was certainly the most hallucinogenous kind of product the Fab Four ever messed up with.

So please don't be lame enough to say 'who needs another Sergeant Pepper'? Everybody. If you have already eaten pizza, why reject a second one? And, like I said, the album is really somewhat different from Sergeant Pepper - basically, it's a bit more diverse and a little more experimental. Actually, there is currently a tendency among reviewers to stress the overall importance and high quality of MMT as opposed to the 'weakness' of Sergeant Pepper. Now this is carrying the anti-hype a bit too far: Pepper might not really be a stronger album, as there are practically no weak spots on both, but both albums are more or less in the same vein, and I have absolutely no problems in giving both a solid, shimmering 5 stars."
pos,"Magical Mystery Tour is a true classic, the inheritor to Sgt. Pepper that may not deviate much from its predecessor but nonetheless comes close to equaling it. The Beatles didn't need to revolutionize the face of rock with each installment in their catalogue, and can be forgiven for an album that's simply excellent as opposed to groundbreaking. Magical Mystery Tour sustains an unbelievably high level of quality for its duration, and deserves the same kind of recognition that the Beatles' most lauded works tend to receive."
pos,"The Beatles should have split up in 1967... before they made Magical Mystery Tour. It's perfectly reasonable to think that Paul McCartney was feeling well chuffed with the ""Sgt. Pepper's"" LP, but that was no excuse to go and put out a film soundtrack that comes across as some sort of gaudy parody of it. That said, I actually really like the title song (""Roll up! Roll up!"" - funny), although Ringo's efforts to kick-start the song back into life after the 'mystical' breakdown section in the middle is aptly appropriate for a band that was running out of creative steam. I like Fool On The Hill; but when you watch the film, you can see McCartney's narcissism is showing just as much as Lennon's. Flying and Blue Jay Way are simply dreadful: self-indulgent twaddle. (The same applies to the LP add-on Baby, You're A Rich Man). Your Mother Should Know is McCartney beginning to push his luck. I Am The Walrus is extraordinary, but when you're not in the mood for it, it all sounds rather ugly. The tracks added to the US LP version improve proceedings no end, making this release a rather old fashioned one, in a way, and it's something that actually fits quite well with the more nostalgia-based themes of the Magical Mystery Tour. But there's no escaping it: This is the beginning of the end for the Beatles."
pos,This record is beyond imagination. All I can say is wow!!! These guys were equal to all the hype. More than equal?
pos,"I think most of the songs as individual tracks are amazing pieces of works , some of their best even, but I don't think it matches the milestones of their previous projects. Keep in mind this is all a soundtrack to the film of the same name, not really an album. Even then, on the U.S release it was accompanied by singles that were already released previously. Again, I think the songs individually do some really great stuff, but nothing really new (in terms of production) is being showcased and as a whole it doesn't strive for the somewhat cohesive structure of Sgt. Pepper. Great music nonetheless though."
pos,"Of the many fantastic albums by the Beatles, this one is the most memorable to me. I believe it may also be their most sonically adventurous. I love their psychedelic style here. It adds to the playful feel. The songs are also deliberate and the tone is so consistent. Everything flows together and just feels ""right"". It makes this album a real trip when I listen to the whole thing in one sitting. Almost every moment of sound is captivating. How the heck do people make albums this good?"
pos,It's like Sgt. Pepper except only this is LOADED OF HITS...it's more enjoyable though..great great songsPure pop psychedelic fun.Never was an album in the UK but this is whitout a doubt the best ''Capitol'' comp suffice to be added to the official discography in 1987.Did somebody says that every song except one had a video clip? 
pos,"The Beatles' relentless musical tour ran in place this time. It took them several months more to realize that their carefully crafted fusion of Dylanesque lyrics and Brian Wilson-esque production values was a dead end, and, instead, to move in a million directions at once on their next album. However, they managed to toss off a superb collection of songs while jogging on their treadmill (title track, modelled on its Sgt. Pepper's counterpart; ""I Am The Walrus,"" another elaborately tripped-out Lennon tune). Paul dominates a bit too much, with some of his upbeat pop numbers wearing thin (""Your Mother Should Know""), but others being marvelous (""Hello Goodbye""). Half the record is a newly-recorded double EP, and the other half is singles from the previous 12 months, including some truly classic hits: John's extraordinary acid-rock production ""Strawberry Fields Forever,"" which almost topped the Beach Boys' contemporary ""Good Vibrations""; Paul's marvelous, cleverly orchestrated ""Penny Lane""; and irresistable, perfectly timed Summer of Love anthem ""All You Need Is Love."""
pos,"The Beatles had made many great albums over the past few years. It was time to make something different. This album is funny, inspiring. Although it was no RUBBER SOUL or REVOLVER, it had songs like ""I am the Walrus"", ""the title track, ""Penny Lane"" and ""All You Need Is Love"". ""Strawberry Fields Forever"" is a great song but I hope you don't settle for that (Daniel Amos fans know what I mean). This is such a goofy, awesome album. I'm only hoping they wouldn't have inlcuded ""Baby You're a Rich Man"" to this album."
pos,"Meet the Beatles! wasn't the first Beatles album released in the U.S. (that would've been Introducing the Beatles, on Vee Jay), but as the first Beatles album released by Capitol Records, it was indeed the LP where many millions of Americans were introduced to the Fab Four. As an introduction, there could hardly have been one better. Largely comprised of material released on their second U.K. LP, With the Beatles -- the album art offers a blue-tinted spin on that late-1963 release -- Meet the Beatles! contains nine of that album's 14 songs, cutting out almost all the covers (all the better for publishing rights, but also an effective showcase of the group's talents; it's hard not to view the inclusion of the one remaining cover, ""Till There Was You"" from The Music Man, as a way to illustrate how Meet the Beatles! could appeal to parents) in a quest to trim the LP down to 12 songs. What was added to the With the Beatlesmaterial are three of the Beatles best early songs: their American breakthrough single ""I Want to Hold Your Hand"" and its U.K. B-side ballad ""This Boy,"" plus ""I Saw Her Standing There"" from their U.K. debut Please Please Me (this song was the B-side of ""I Want to Hold Your Hand"" in the U.S.). The revisions make Meet the Beatles! slightly more of a frenetic rock & roll record than its parent LP -- there isn't much R&B or as many ballads -- which, at the time, made it an appropriate soundtrack for the wild heyday of Beatlemania but, as the years have passed, the emphasis on joyous, exuberant rock & roll means that Meet the Beatles! still sounds fresh and exciting on its own terms. [A 50th Anniversary release of the album included both mono and stereo mixes of the original.]

"
neg,"Very Unoriginal And Bland... This Whole Album Seems Slapped Together In A Few Hours.. 
One Of The Worst Of 2012 
Turn Up The Music Saves This Album From Getting A One"
neg,"This is the most boring album I have listened to ever. The songs lack any spirit or honesty. It is simply that exudes fakeness. The only reason it doesn't warrant getting a 0 or 1 is because the one exception to the album, 'Don't Wake Me Up.' Maybe Chris Brown should try to develop his music instead of focusing on forging passionless 'futuristic' trash like this."
neg,"Generic, forgettable, excessive auto-tune. Chris Brown needs to step it up. This is really mediocre, his live voice doesn't help, the contrast with the 90% from his performances which are lip synched is cringe worthy."
neg,Not even worth a buy on iTunes. Another generic and disappointing Chris Brown album. All songs are below average except for one: 'Don't Wake Me Up' which has been produced beautifully but ruined by autotune.
neg,"As someone who has purchased all of Chris Brown's previous albums I was highly disappointed. This sounds like an album of leftover mix tapes tracks. Absolute garbage & embarrassing to his catalogue of music. Give us time to miss you Chris, because this was rushed pop garbage."
neg,"Just autotuned to trash. Could be decent if he did not overuse the autotune feature. Not a good song on the album. Would be a waste of money to buy, so save your money and stay away."
neg,"Chris, you're a dope artiste and performer.. but you need to work harder!! dis album was weak and a poor effort and i'm a big fan but you need to work harder to provide better quality music and i know dat u can do much much better!!"
neg,"The computer and the editors running it deserve much more credit than Brown does. But, even with the overused technology, Fortune still blows."
neg,"I found this collection of noise (I won't give it the courtesy of even being called an album) generally unpleasant. The first time you hear it, some of the songs are catchy, I'll give Brown that. However, after listening to it a second, third, or fourth time, you realize you've wasted your time trying to convince your ears that this was even worth listening to. If the songs aren't about sex, they're about how great his life is compared to his haters (which he doesn't even have, might I add); it's just shallow. The only song I found even CLOSE to being written and not just calculated was ""Don't Judge Me"". Even that song, however, turned me off, being that it's an obvious plea to the listener to forgive what he's done, which honestly, comes off as arrogant in my opinion. Don't ASK for forgiveness; you'll get it as society sees fit. As many reviews have already said, the collection of noise wasn't ""written"" per se, but rather ""computed, calculated, and formulated"". It's as if he listened to the radio for hours on end and decided to try and recreate it, which he ultimately failed in doing. The collection is sure to please his blind fans, but to anyone with an ear for good music, this is a piece of garbage. It's simply not worth your time to even consider purchasing this catastrophe."
neg,"A lot of bland pop music that has no staying power and not much going for it beyond being slightly catchy. And definitely nothing to redeem the fact that Chris Brown is an unrepentant woman-beater(a fact that I refuse to leave out no matter how ""irrelevant"" his fans think that is)."
neg,"One of the worst work this year. Most of the tracks can't even be called music. Some can be called NOISE like ""Bassline"" ""Mirage"" ""2012"" and many other ones. ""Turn up the music"" ""Sweet Love""""Don't wake me up""""Till I die"" are the only tracks that are worth listening for a second time while not even one track that is real wonderful."
neg,"Yet, another horrid album from Chris Brown. Graffiti then FAME now this? It has nothing to offer and is incredibly dull. He needs to step it up before he got lost in the lights."
neg,"I honestly just think Chris Brown should just quit at this point. I'm having trouble finding any redeemable qualities about this album. This album is a marker of what is wrong with this generation of music stars. Here we have a talented man who becomes successful off of R&B/Hip-Hop music. In fact, he has multiple top ten hits. So what does he do? Sell out and make generic club music, of course. What else is there to do when a million-or-so people already like your old style? 
Besides, I still don't support him after all his drama. Why should I? "
neg,"""Generic, forgettable, excessive auto-tune. Chris Brown needs to step it up. This is really mediocre, his live voice doesn't help, the contrast with the 90% from his performances which are lip synched is cringe worthy."" I'm in the same line, JUST BAD !"
neg,"Most unrelated and boring album ever made I guess, it's time to Chris make real music, not four floors beats on EVERY music, just make music, variable and enjoyable music."
neg,"Terrible, autotuned, electronical, pop music with a dose of oversized ego, no wonder why no one likes him. ""Your music is bad and you should feel bad"" -Dr Zoidberg and any sane person"
neg,"A complete crap, Chris Brown was never something relevant on the music scene with this album it just proves that his career ended in 2007 with his mouth half songs, I define it as ''scum of R&B''."
neg,"While lilwaynehq spams this album with 10 ratings, we all know that it is an awful pop album that proves Wayne's fall off isn't stopping any time soon."
neg,"If you are a optimistic Wayne fan, there is some sharp bright lines and moments that recall the old memorable moments. But the fact is that these moments are lost in the amidst of mediocrity beats, filler choruses, and lazy (sometimes disgustingly so) verses."
neg,"Even in its better moments, FWA suffers from a lack of subject. Wayne shows he is still passionate about his music - and this is definitely his best beat selection since Tha Carter III - but the album is an over-slog of uninspired verses and filler material that doesn't offend, excite or address any issues."
neg,"FWA's opening trio of ""Glory,"" ""He's Dead"" and ""I Feel Good"" is severely tempered by the inclusion of clunky ballads with less-than-inspired production. Lyrically, there is little reference to Wayne's Carter V struggles amidst a wealth of new punch lines, but for every bit of wordplay that has potential to become another Weezy quotable, there is a handful of other cringe-worthy instances to counter."
pos,"It isn't common whatsoever for a debut album to be a masterpiece, but with what great writing, excellent composition, fantastic structure, and good premise there are in this album, it's hard not to be overly impressed with what this has to offer, as it is a timeless classic from the 60s."
pos,"An impressive debut, to be sure. ""I Saw Her Standing There"" and ""Love Me Do"" remain classic Beatles tunes, and when you consider how far the group developed in the next few years, that is saying something. Even so, their incendiary cover of ""Twist & Shout"" arguably eclipses the Isley Brothers original, and certainly outshines anything else on this record. There are a few throwaways, but that is to be expected on any debut LP. All things considered, this is an outstanding and varied collection of pop/rock which showcases the unprecedented talent the Beatles had to offer."
pos,"For an album that was a band's debut and was recorded in one day, Please Please me is truly impressive. It opens with a truly fantastic song in ""I Saw Her Standing There"", which featured great vocals from Paul McCartney. My favorite song on this album has to be ""There's a Place"", as it's a very underrated song from the Beatles' early days. Great harmony with Paul and John Lennon. There's some great covers on this album, too, with John's ""Twist and Shout"" being the most famous and memorable. There's some incredibly underrated covers on this album too, like ""Chains"", ""Boys"", and ""Anna (Go to Him)"". ""Boys"" is particularly underrated, as that track seems to get some shade despite great vocals and drumming from Ringo. That poor guy gets a lot of hate, anyway. This album definitely had it's fair share of filler tracks though, with ""A Taste of Honey"" and ""P.S. I Love You"" being the most notably mediocre. They're both lovey dovey Paul songs, and he'd definitely go on to make better love songs. Speaking of which, this whole album is pretty much just love songs. I'll cut the Beatles some slack, as they had to appeal to their target audience. The Beatles had obviously had not matured into the band they were in later albums, so this ""only"" gets 4.5/5 stars from me. All in all, the Beatles began their legendary career in quite a remarkable way."
pos,"From the opening chords of ""I Saw Her Standing There"" to ""Twist and Shout,"" The Beatles' debut highlights the group's live energy and songwriting strength. Recorded, edited, and mixed in just over 25 hours, the mood of the album is raw and exuberant. The explosive sound of ""Please Please Me,"" with its frequent yelps and handclaps, as well as the unusual selection of American songs they chise to cover on the album, emulates the energy of their early R&B and rock 'n' roll influences."
neg,"It's so bad, it hurts! There's no such thing as ""good music"" in this. It's too slow, it lacks emotion and power in the lyrics, vocals and melodies. Don't listen to this, it's bad and totally forgetable."
neg,"Coldplay stop trying to emulate Radiohead. Not even the likes of Jon Hopkins will make you a good band. You're simply a horrid band. There were a few surprisingly decent tracks on here, but not enough to save it from the mess of this album."
neg,"i am a fan since the time between viva la vida or death and all his friends and mylo xyloto. Viva la Vida was a good experiment . Mylo Xyloto was great to sing along songs . But I also think that Parachutes was a very good album and ""a rush of blood to the head"" of one of the best albums ever , and this was by far the best of coldplay . you can?t do an album as a rush of blood to the head every day or year, it is unique. x & y was crap except some tracks. Even though I got relatively late fan, the first two albums were the best. but if coldplay say that they now want to go back to their roots more , ghost stories is a total disaster. except for "" oceans "" there is not only one good song . neither magic nor any other song pulls your mind. not catchy , the songs are quickly forgotten , everything is full of electronic influences , chris martin apparently howling only still around, not like in previous songs where you were really sad about the loss of a great love, now is just crying. this is not a voice it is just a yowling . by far the worst album, even worse than x & y"
neg,"no good album, it is really one of the worst albums in 2014. coldplay did nothing to improve their sound. they created a monstrous, horrible, terrific sound. not the real coldplay."
neg,"What a bad album, martin?s voice is snivelling, the songs are created equal, there is no real hit. not even ""magic"" or ""oceans"" are good. it is worse than x&y. the worst album of coldplay. they wanted to change back, ""recalibrate"", how champion said. it went wrong. hoping for the next album."
neg,"I really hate this album. I really hate this band. I've been TRYING to like them, my friend loves this band but they are absolute crap. This is the WORST album I have listened to all year. I tried to like what my friend describes as their best album, A Rush of Blood to the Head, and that was also absolutely crap. All in all, this band needs to make good music, something tells me that they can."
neg,"this is nothing. coldplay destroyed themselves with this particularly bad album. i won?t buy any coldplay songs anymore. why should i, after this bad stuff?"
neg,"For a record whose lyrics are meant to reflect a deeply personal music journey, the music finds Coldplay at the safest and most rote it has ever been."
neg,"There was a time when X&Y was regarded as the worst Coldplay album by old fans, but now this album is the worst. I am truly disappointed, Mylo Xyloto was good after a few listens, but I just find this album unbearable to listen to, at all."
neg,"Weakest album to date. A disappointment for me, the album opens up with a beautiful ballad ""Always in My Head"", ""Magic"" is boring and typical, ""Ink"" is just a no for me, ""True Love"" is another gorgeous Alternative-RNB ballad that's is peacefully relaxing, ""Midnight"" doesn't even sound like a Coldplay song, ""Another's Arms"" is another typical/boring song, ""Oceans"" is positively reminiscent of ""Green Eyes"" from A Rush of Blood to the Head (2002), ""A Sky Full of Stars"" is an beautiful, upbeat song produced by Avicii and is sung by Chris Martin; in addition there are two music videos that were filmed for this song, one of them being scrapped, the other being publicly released, the scrapped one is more interesting, and less cheesier than the main music video. The album closes with an pop ballad ""O"", the song (which is really good) just feels like it was about to be left off of the album with eight tracks. ""O"" would probably be a track left off from Mylo Xyloto (2011). Overall, standout tracks of the album are (only), ""Always in My Head"", ""True Love"", ""A Sky Full of Stars"", and ""O"""
neg,"Overproduced, no relatable lyrics, poor voice... this is Rihanna's music. You won't miss much if you decide to skip this album, or her discography for that matter."
neg,"Aren't people tired of listening to the same over produced, emotionally & vocally void tripe masquerading as 'music'. Rihanna has constantly brought nothing new to the table and reconfirms my believe that new music these days is not even worth the listen!"
neg,"Rihanna is not an artist, she is simply a cute girl that def jam found and gave her all the financial support she needed to make a hit album. She has no talent. She's no better than the singers who are on american idol for gods sakes, and at least they ahve real talent. Rihanna has to resort to repetitive choruses such as ""umbrella-ella-ella-ay-ay-ay-ay"" or ""shut up and drive-ive-ive-ive"" HOW IS THAT TALENT!?!?!? Again we should thank the producers of this album for making it work around a singer with no talent, because that IS impressive. Repetitive hooks DO NOT = good album. This CD is like a headache on repeat. I would rather somebody fart in my ear for 1 hour than listen to ANYTHING Rihanna has to say. And for you people talking about ""dem haters"" just do not know good music. Go turn on your radios and listen to EVERYTHING that comes out of it and automatically assume its good. Because that is obviously the type of fans Rihanna is relying on. You people who don't form your own opinions but allow record execs to do it for you. Mindless idiots THIS ALBUM IS AWFUL"
neg,"If Umbrella is anything 2 go by, den this album will be the most overated thing ever on CD"
neg,"Very predictable I knew in the begining it was her. I knew every step of the movie. NO surprises here. It could have been good with bettter writers. A movie does not take good to make millions. What a joke. I almost fell asleep in the beginning, and the scene where she was robbed was stupid."
neg,"Wow, Im shocked at these reviews, Not too shocked because Critics Overrate & Underrate thing all the time. Poor Rihanna, She thought she could pull off another collapse"
neg,"One of the worst albums of the year thus far. It shows absolutely no artistic growth, the lyrics are elementary, and the vocals are non-existent. All in all, a terrible album. Collapse"
neg,"lyrical mediocrity overshadows any skill that kanye has behind the boards, not to mention his ridiculous pretentious content. somebody call puffy and tell him a twin brother has been discovered. Peace"
neg,"Whenever I hear Kanye rap it makes me wanna puke up my pelvisbone and beat myself to death with it. He's so bad lyrically, a deaf pigeon would spit better. And his production? Please! He was never original, he just started making extremely boring beats, and then kept making the same song for 3 albums. I hate Kanye West. Can't he ever shut the hell up? And can please all the tonedef reviewers out there stop thinking he is good, he's not. He has one flow, one! and its so incredibly annoying.. Like a mosquito when you are trying to sleep. I'd prefer the latter"
neg,Kanye West is just trash. His music does not even sound like HIP hop its some trash mix of Back Street boys and M J and add some black ness to it. I can not belive anyone likes this guy. 50 cent is a heck lot better. Fuck Kanye that Cock sucker
neg,TOTAL CRAP!!! better off burning 12 bux than buying this cd
neg,"More like regurgitation. This is just an awful album in terms of production, lyrics, and just everything. By far Kanye's worst. Not anything I ever want to listen to again."
neg,"Disappointing. Feels rushed and commercial. There are few moments that there are flashes of Coldplay, but not a lot. I feel we have been on the ride for all the albums. Stuck in there for Mylo Xyloto and it paid off, much of the album aged pretty well. Ghost stories for me echoed some of more mellow darker sounds of Parachutes. This album doesnt have the quality ring of Mylo Xyloto, but tries to pump up the same upbeat sound. I don't think it will grow on me. And for me 'Hymn for the weekend' is the final straw. A drinking song on a Coldplay album just seems kind of cheap. Lets hope this hits the discount pile as quickly as possible so we can feel a bit better shilling out only a few dollars for this one."
neg,Their last 3 or 4 albums including this one--just aren't very good. Chris Martin's mediocre and maudlin lyrics used to be forgiven early on because the music was so good--but he should have gotten better by now--and he hasn't. The lyrics on this record are cringe worthy--and thematically (musically) there just isn't any cohesion. A Head Full of Dreams is a mess.
neg,"Coldplay have definitely lost their way. They're trying to reinvent themselves on every new release since Mylo Xyloto, and while they were achieving something with some songs on Ghost Stories, with this album they confirm their unbelievable descent. In this record they're tryin' to hard to be ""indie"", and the amount of color put in the cover of the album should warn you about the amount of gumminess put in the production of the songs: every sound feels nauseating and clich?, and the pseudo-lofi patina present in each song is suffocating and makes you reject everything they're proposing you in this horrible album. "
neg,This album was bad I didn't enjoy it one bit I will move straight on to the next album after being put through this. It was awful like some albums I have reviewed but it wasn't good either so listen to it and judge for yourself.
neg,This is probably the worst album ever!They make pop and r n b music for money and succes!!!Is far the most wrong album they ever made!The songs are so sadly low!Ok im rating this with 3!!! It deserve it
neg,"Remember how Coldplay was a manly, guilty pleasure you didn't have to be ashamed of? That time is gone. This experimenting genre they're going through at the moment is ridiculous. Mylo Xyloto was already pushing the boundaries but was still musically and lyrically solid. This album is just  Adventure of a Lifetime is a disappointing song coming from Coldplay, if it was from a more unknown band I would have liked it, but the bar is set higher for Coldplay. Even collaborating with Noel Gallagher in Up&Up couldn't save this album. Please, if you do make another album make a similar album to the first 5 albums."
neg,"Coldplay has managed to continue with their decline, publishing yet another unpolished and repetitive album. The genre of music is unfitting and ""trash"". I hate listening to it. I feel like it gives me a virus. Don't even mention the hip style of it and the cover and the music videos.... I'm starting to lose faith in this band. I recall the good old days where they were still good. Once again disappointed"
neg,"This group makes me compare their past work. And I tell you. That's horrible. With this album, like the only song from the last album, like all the songs. There is a difference? There is."
neg,"The head feels weighed down with unresolved torment, the smile forced and awkward, the colours garish and messily-applied."
neg,Coldplay's seventh album A Head Full of Dreams is insufferably bland at best and downright offensive at worst
neg,"I do not know how this album has a score of 65. This is not real rap. The only things he talks about it money, sex, and drugs. The lyrics in his songs are overly repeated, with only some creative wordplay. The only reason why people love lil wayne is because he raps slow, and everybody can catch and repeat his words (which are meaningless). I do not know how this talentless artist got into this rap game, Oh wait! his dad was a rapper too! (and he also sucks at rapping!)"
neg,"Lil' Wayne is a joke. He thinks he's a good rapper which is incredibly surprising considering he has one trick (his punchlines), which he uses too much. He has lost all his creativity and originality. The ""Best rapper alive"" is a horrible artist who has become predictable on this album"
neg,"Just horrible. Lil Wayne might have had talent when he first started, but this is just horrible. His lyrics most of the time make no sense and have nothing new to offer, he still will not shut up about how he believes he is the greatest rapper ever and he does not attack any issues other them himself, or just plain pointless issues. The beats are bad, the lyrics are bad, the flow is bad, Lil Wayne is bad. "
neg,this album suck's lil wayne is the worst rapper alive and the worst musician alive this album suck's the lyric's suck as well!
neg,"this album sucks so much dick and shit it's not even funny. shit lil wayne he is SOOOOOOOOOO damn wack he shouldn't be making music anymore. his career should be DEAD. HE SHOULD BE DEAD. he's the ""HIP-HOP KILLER"" thats what lil wayne is."
neg,"The first IANAHB album was quite terrible. His wordplay is probably what stands out the most in this album, most of the beats weren't the best and some of his features actually made the album better in some ways. One thing I dislike about artists' albums is when they put their mixtape tracks on their albums, it's lazy. He did this with one song I didn't find enjoyable and that was ""Single"". To summarise, the album doesn't contain many standout tracks, it lacks creativity and direction"
pos,"An absolutely magical debut album, which proves that same old rock and roll can be performed differently. You can feel the McCartney/Lennon cooperative magic already blossoming. The tunes are so catchy that after listening to this album even once you will remember most of the songs for the rest of the life. Oh, and the vocal harmonization. ABSOLUTELY MARVELOUS! This album has endured the test of time, I could not imagine how it must have felt in 1963. 

My personal favorites ""I Saw Her Standing There"" and ""Please Please Me"" are so powerful that you could already see a tremendous potential that this band would have to offer in the coming years.

One of the strongest debut albums in the history of modern music with an incredibly powerful opening track."
pos,Few rock and roll albums were this consistent when this LP appeared...a stage show of The Beatles(minus the Chuck Berry covers) captured in the studio in few live takes.The covers are lovely but the originals are more than special..And Ringo deserved his place in the band with great drumming that you can't heard on the Polydor and Decca tapes.But John stoles the show with incredible singing.5 stars 
pos,"Really freaking good, considering both that it was the group's debut and that this was made in 1963. It's obviously not up to the standards of their later masterpieces, but it's still a very solid recording, with most of the songs lying somewhere between good and great (even by today's standards).
overall, good stuff. I wouldn't get it early, and I certainly wouldn't get it before A Hard Day's Night, but it's still a very worthwhile addition to any record collection. And remember, it only got better from here "
pos,"From the opening chords of ""I Saw Her Standing There"" to ""Twist and Shout,"" The Beatles' debut highlights the group's live energy and songwriting strength. Recorded, edited and mixed in just over 25 hours, the mood of the album is raw and exuberant. The explosive sound of ""Please Please Me,"" with its frequent yelps and handclaps, as well as the unusual selection of American songs they chose to cover on the album, emulates the energy of their early R&B and rock 'n' roll influences."
pos,"The Beatles doesn't need any introduction. They were the greatest pop/rock band ever. Their debut album was too poppy for me - at first. Eventually I started to like it more and more. The songs such as ""P.S. I Love You"", ""Love Me Do"", and ""I Saw Her Standing There"" are classic songs, at least their were at that time. It is a very good album but if you compare it to their later works, you understand there's much more to achieve. I got the feeling they had very much fun while making this album. The album sounds very refreshing although it has songs such as ""Misery""."
pos,"OooooooEEEEEE! This album is so much damn better than anything else released in 1963 that it's not even funny. No, it is funny...about as funny as the episode of 'What's Happenin' when D-wayne (I think that was his name...it's been a long, long road, you know) wants to go see the Doobie Brothers and calls their hotel room and asks 'Which Doobie You Be?' and it was HILARIOUS for a 10 year old such as myself who'd only just recently exhausted the humor content of boogers. Except for this joke...and watchout, 'cos this ones a doobie:"
